ACCESSION_NUMBER	REPORTCALENDARORQUARTER	ISAMENDMENT	AMENDMENTNO	AMENDMENTTYPE	CONFDENIEDEXPIRED	DATEDENIEDEXPIRED	DATEREPORTED	REASONFORNONCONFIDENTIALITY	FILINGMANAGER_NAME	FILINGMANAGER_STREET1	FILINGMANAGER_STREET2	FILINGMANAGER_CITY	FILINGMANAGER_STATEORCOUNTRY	FILINGMANAGER_ZIPCODE	REPORTTYPE	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	PROVIDEINFOFORINSTRUCTION5	ADDITIONALINFORMATION
0001507115-23-000009	30-SEP-2023	N							MADISON INVESTMENT ADVISORS, LLC	550 SCIENCE DRIVE		Madison	WI	53711	13F NOTICE	028-14137			N	
0001172661-23-003758	30-SEP-2023	N							Teramo Advisors, LLC	9132 STRADA PLACE	SUITE 11103	Naples	FL	34108	13F HOLDINGS REPORT	028-21708	000291574	801-112238	N	
0000072971-23-000183	30-SEP-2023								WELLS FARGO INVESTMENT INSTITUTE, INC.	401 South Tryon Street		Charlotte	NC	28288-1157	13F NOTICE	028-22080	000133204	801-64191	N	
0001306550-23-010344	30-SEP-2023								BlackRock Asset Management Ireland Ltd	100 BELLEVUE PARKWAY		WILMINGTON	DE	19809	13F NOTICE	028-14028			N	
0000950123-23-010059	30-SEP-2023	N							Curative Ventures V LLC	3963 Maple Avenue	Suite 390	Dallas	TX	75219	13F HOLDINGS REPORT	028-21962			N	
0000059546-23-000013	30-SEP-2023								LINCOLN INVESTMENT PLANNING, LLC	601 OFFICE CENTER DRIVE	SUITE 150-MAILROOM	FORT WASHINGTON	PA	19034	13F NOTICE	028-21251			N	
0001299351-23-000019	30-SEP-2023	N							Madison Asset Management, LLC	550 Science Drive		Madison	WI	53711	13F HOLDINGS REPORT	028-10986			Y	Madison Asset Management, LLC, Madison Investment Advisors, LLC and Madison Investment Holdings, Inc. share all resources and personnel at their 550 Science Drive office, and such, no distinction is made among the three in the information table presented in the report. Due to rounding, certain dollar values may be higher or lower than the amounts would have been absent such rounding.
0001172661-23-003757	30-SEP-2023	N							Kensington Asset Management, LLC	901 S Mopac Expy	Barton Oaks Plaza Bldg. Ii Suite 225	Austin	TX	78746	13F HOLDINGS REPORT	028-23293	000309780	801-119080	N	
0001306550-23-010343	30-SEP-2023								BlackRock Asset Management Deutschland AG	MAX-JOSEPH-STRABE 6	D-85774	8033 MUNICH	2M	D-85774	13F NOTICE	028-12608			N	
0001765380-23-000229	30-SEP-2023								Strategic Advocates LLC	55 SOUTH MAIN #100		LOGAN	UT	84321	13F HOLDINGS REPORT	028-23432			N	
0001062993-23-020575	30-SEP-2023	N							Arbiter Partners Capital Management LLC	530 FIFTH AVENUE, 20TH FLOOR		NEW YORK	NY	10036	13F HOLDINGS REPORT	028-14499			N	
0001298088-23-000027	30-SEP-2023								CIBC Private Wealth Group, LLC	3290 NORTHSIDE PARKWAY	7TH FLOOR	ATLANTA	GA	30327	13F HOLDINGS REPORT	028-10949			N	
0001172661-23-003756	30-SEP-2023	N							SL ADVISORS, LLC	10 Kimball Circle		Westfield	NJ	07090	13F HOLDINGS REPORT	028-17480	000151495	801-80396	N	
0000894189-23-008332	30-SEP-2023	N							Pacer Advisors, Inc.	500 Chesterfield Parkway		Malvern	PA	19355	13F HOLDINGS REPORT	028-16803			N	
0001172661-23-003755	30-SEP-2023	N							REVERENCE CAPITAL PARTNERS, L.P.	590 Madison Ave., 29th Floor		New York	NY	10022	13F HOLDINGS REPORT	028-22173	000171471	801-79964	N	
0001172661-23-003754	30-SEP-2023	N							Roundhill Financial Inc.	154 W 14th	Floor 2	New York	NY	10011	13F NOTICE	028-20483	000300799	801-114971	N	
0001105907-23-000021	30-SEP-2023								BARD ASSOCIATES INC	135 S. LASALLE STREET	SUITE 3700	CHICAGO	IL	60603	13F HOLDINGS REPORT	028-11597			N	
0001091923-23-000010	30-SEP-2023								PENINSULA ASSET MANAGEMENT INC	1001 3RD AVE W	STE 220	BRADENTON	FL	34205	13F HOLDINGS REPORT	028-05609	000108600		N	
0001877521-23-000011	30-SEP-2023								Exos TFP Holdings LLC	1370 BROADWAY	SUITE 1450	NEW YORK	NY	10018	13F HOLDINGS REPORT	028-22682			N	
0001062993-23-020573	30-SEP-2023	N							Gator Capital Management, LLC	100 S. ASHLEY DR.	SUITE 895	TAMPA	FL	33602	13F HOLDINGS REPORT	028-16376	000147067	801-77606	N	
0001306550-23-010342	30-SEP-2023								BlackRock Asset Management Canada Ltd	BROOKFIELD PLACE, 161 BAY ST.	SUITE 2500, P.O. BOX 614	TORONTO	A6	M5J 2S1	13F NOTICE	028-06608			N	
0001162044-23-001155	30-SEP-2023	N							American Money Management, LLC	Po Box 675203		Rancho Santa Fe	CA	92067	13F HOLDINGS REPORT	028-15963	000011537		N	
0000072971-23-000182	30-SEP-2023								Wells Fargo Securities, LLC	550 SOUTH TRYON STREET		CHARLOTTE	NC	28202-0602	13F NOTICE	028-13600	000126292	8-65876	N	
0001062993-23-020571	30-SEP-2023	N							Arbiter Partners QP, LP	530 FIFTH AVENUE, 20TH FLOOR		NEW YORK	NY	10036	13F NOTICE	028-14377			N	
0001306550-23-010341	30-SEP-2023								BLACKROCK ADVISORS LLC	100 BELLEVUE PARKWAY		WILMINGTON	DE	19809	13F NOTICE	028-04295			N	
0001846532-23-000010	30-SEP-2023								Continuum Advisory, LLC	873 E. STATE STREET		EAGLE	ID	83616	13F HOLDINGS REPORT	028-21226	000283155	801-107439	N	
0001624758-23-000009	30-SEP-2023								Capital Analysts, LLC	601 OFFICE CENTER DRIVE	SUITE 300	FORT WASHINGTON	PA	19034	13F HOLDINGS REPORT	028-16292			N	
0001454937-23-000016	30-SEP-2023								AEGON USA Investment Management, LLC	6300 C STREET SW		CEDAR RAPIDS	IA	52499	13F HOLDINGS REPORT	028-13378	000114537	801-60667	N	
0001910264-23-000006	30-SEP-2023								Vitruvian Partners LLP	105 WIGMORE STREET		LONDON	X0	W1U 1QY	13F HOLDINGS REPORT	028-19384			N	
0001306550-23-010340	30-SEP-2023								BlackRock Advisors (UK) Ltd	MURRAY HOUSE	1 ROYAL MINT COURT	LONDON	X0	EC3N 4HH	13F NOTICE	028-06128			N	
0000072971-23-000181	30-SEP-2023								WELLS FARGO DELAWARE TRUST CO, N.A.	919 NORTH MARKET STREET	16TH FLOOR MAC N2722-160	WILMINGTON	DE	19801	13F NOTICE	028-12628			N	
0001062993-23-020569	30-SEP-2023	N							EDGEWOOD MANAGEMENT LLC	600 STEAMBOAT ROAD, SUITE 103		GREENWICH	CT	06830	13F HOLDINGS REPORT	028-02602	000106647	801-9970	N	
0001259261-23-000008	30-SEP-2023								BOSTON RESEARCH & MANAGEMENT INC	40 BEACH STREET	SUITE 200	MANCHESTER	MA	01944	13F HOLDINGS REPORT	028-10522			N	
0001172661-23-003753	30-SEP-2023	N							Otter Creek Advisors, LLC	11300 Us Highway 1	Suite 500	Palm Beach Gardens	FL	33408	13F HOLDINGS REPORT	028-16910	000171402	801-80611	N	
0001911520-23-000004	30-SEP-2023								Cladis Investment Advisory, LLC	180 S 32ND ST WEST	SUITE 1	BILLINGS	MT	59102	13F HOLDINGS REPORT	028-22477	000153873	801-126137	N	
0001306550-23-010339	30-SEP-2023								BLACKROCK (SINGAPORE) LTD.	40 EAST 52ND STREET		NEW YORK	NY	10022	13F NOTICE	028-15053			N	
0001172661-23-003752	30-SEP-2023	N							ICW Investment Advisors LLC	16427 North Scottsdale Road	Suite 350	Scottsdale	AZ	85254	13F HOLDINGS REPORT	028-19764	000135081	801-64460	N	
0001062993-23-020567	30-SEP-2023	N							Broken Clock Management, L.L.C.	530 FIFTH AVENUE, 20TH FLOOR		NEW YORK	NY	10036	13F NOTICE	028-16232			N	
0000009015-23-000021	30-SEP-2023								BARINGS LLC	300 SOUTH TRYON STREET	SUITE 2500	CHARLOTTE	NC	28202	13F HOLDINGS REPORT	028-00060	000106006	801-241	Y	Barings is an indirect wholly-owned subsidiary of Massachusetts Mutual Life Insurance Company (MassMutual). Wherever Barings has indicated that it exercises investment discretion with respect to the positions reported on its Form 13F, such positions shall be deemed reported on behalf of MassMutual to the extent that MassMutual is deemed to share investment discretion over the positions as a result of MassMutual's indirect ownership interest in Barings.
0000950123-23-010054	30-SEP-2023	N							Riverwood Capital Management Ltd.	C/O RIVERWOOD CAPITAL MANAGEMENT	70 WILLOW ROAD STE 100	MENLO PARK	CA	94025	13F HOLDINGS REPORT	028-17318			N	
0001398344-23-020471	30-SEP-2023	N							PROSPECTOR FUNDS, INC.	370 CHURCH STREET		GUILFORD	CT	06437	13F NOTICE	028-15501			N	
0001306550-23-010338	30-SEP-2023								BlackRock (Netherlands) B.V.	800 SCUDDERS MILL ROAD		PLAINSBORO	NJ	08536	13F NOTICE	028-12198			N	
0001080132-23-000004	30-SEP-2023								Peloton Wealth Strategists	8500 KEYSTONE CROSSING	STE 450	INDIANAPOLIS	IN	46240	13F HOLDINGS REPORT	028-04845			N	
0000072971-23-000180	30-SEP-2023								WELLS FARGO CLEARING SERVICES, LLC	ONE NORTH JEFFERSON AVENUE	MAC H0005-6D	ST. LOUIS	MO	63103	13F NOTICE	028-13118	000019616	8-37180	N	
0001062993-23-020565	30-SEP-2023	N							Bristol Gate Capital Partners Inc.	45 ST. CLAIR AVENUE WEST	SUITE 601	TORONTO	A6	M4V 1K9	13F HOLDINGS REPORT	028-16982	000175139	801-96241	N	
0001750405-23-000007	30-SEP-2023								Truvestments Capital LLC	5391 LAKEWOOD RANCH BLVD	SUITE #303	SARASOTA	FL	34240	13F HOLDINGS REPORT	028-18896			N	
0001162044-23-001154	30-SEP-2023	N							AlphaCentric Advisors LLC	53 Palmeras St		San Juan	PR	00901	13F HOLDINGS REPORT	028-22335			N	
0001306550-23-010337	30-SEP-2023								BlackRock (Luxembourg) S.A.	800 SCUDDERS MILL ROAD		PLAINSBORO	NJ	08536	13F NOTICE	028-13739			N	
0001688774-23-000004	30-SEP-2023								GFI Investment Counsel Ltd.	45 ST. CLAIR AVENUE WEST	SUITE 1000	TORONTO	A6	M4V 1K9	13F HOLDINGS REPORT	028-17681			N	
0001398344-23-020470	30-SEP-2023	N							WOODARD & CO ASSET MANAGEMENT GROUP INC /ADV	117 KINDERTON BLVD		BERMUDA RUN	NC	27006	13F HOLDINGS REPORT	028-18646	000108199	801-24818	N	
0001278793-23-000009	30-SEP-2023								WEIK CAPITAL MANAGEMENT	18 COMMERCE DRIVE		WYOMISSING	PA	19610	13F HOLDINGS REPORT	028-10760			N	
0001306550-23-010336	30-SEP-2023								Aperio Group, LLC	THREE HARBOR DRIVE	SUITE 204	SAUSALITO	CA	94965	13F NOTICE	028-11964			N	
0001833561-23-000009	30-SEP-2023								FIL Responsible Entity (Australia) Ltd	LEVEL 17, 60 MARTIN PLACE,		SYDNEY	C3	NSW 2000	13F NOTICE	028-21123			N	
0001062993-23-020563	30-SEP-2023	N							INTRUST BANK NA	POST OFFICE BOX 1		WICHITA	KS	67201	13F HOLDINGS REPORT	028-07316			N	
0000900973-23-000008	30-SEP-2023								Winslow Capital Management, LLC	4400 IDS CENTER	80 SOUTH 8TH ST	MINNEAPOLIS	MN	55402	13F HOLDINGS REPORT	028-03676	000106940	801-41316	N	
0001962933-23-000012	30-SEP-2023								Riverview Capital Advisers, LLC	265 FRANKLIN STREET	SUITE 1605	BOSTON	MA	02110	13F HOLDINGS REPORT	028-22841	000140377	801-66623	N	
0000950123-23-010051	30-SEP-2023	N							Consolidated Press International Holdings Ltd	Level 13	167 Macquarie Street	Sydney	C3	NSW 2000	13F HOLDINGS REPORT	028-16262			N	
0001632425-23-000008	30-SEP-2023								FIL Investments International	OAKHILL HOUSE, 130 TONBRIDGE ROAD	HILDENBOROUGH, TONBRIDGE	KENT	X0	TN11 9DZ	13F NOTICE	028-16693			N	
0001633445-23-000008	30-SEP-2023								Trexquant Investment LP	300 First Stamford Place	Fourth Floor East	Stamford	CT	06902	13F HOLDINGS REPORT	028-16610	000170476	801-79632	N	
0000072971-23-000179	30-SEP-2023								WELLS FARGO BANK N A	101 NORTH PHILLIPS AVENUE		SIOUX FALLS	SD	57104	13F NOTICE	028-01341			N	
0001986812-23-000009	30-SEP-2023								Employees' Retirement Fund of the City of Fort Worth	3801 HULEN STREET	SUITE 101	FORT WORTH	TX	76107	13F HOLDINGS REPORT	028-23366			N	
0001556245-23-000006	30-SEP-2023								Sandhill Capital Partners LLC	40 FOUNTAIN PLAZA	SUITE 1300	BUFFALO	NY	14202	13F HOLDINGS REPORT	028-15042	000129800	801-63194	N	
0000842775-23-000008	30-SEP-2023								Avalon Trust Co	125 LINCOLN AVE	SUITE 301	SANTA FE	NM	87501	13F HOLDINGS REPORT	028-23231			N	
0001632426-23-000008	30-SEP-2023								FIL Investment Services (UK) Ltd	OAKHILL HOUSE, 130 TONBRIDGE ROAD	HILDENBOROUGH, TONBRIDGE	KENT	X0	TN11 9DZ	13F NOTICE	028-16692			N	
0001833560-23-000008	30-SEP-2023								FIL Investment Management (Australia) Ltd	LEVEL 17, 60 MARTIN PLACE,		SYDNEY	C3	NSW 2000	13F NOTICE	028-21122			N	
0000072971-23-000178	30-SEP-2023								WELLS FARGO ADVISORS FINANCIAL NETWORK, LLC	ONE NORTH JEFFERSON AVENUE	MAC H0005-6D	ST. LOUIS	MO	63103	13F NOTICE	028-13117	000011025	8-28721	N	
0001758149-23-000008	30-SEP-2023								FIL Investment Advisors	PEMBROKE HALL	42 CROW LANE	PEMBROKE	D0	HM19	13F NOTICE	028-19166	000111103	801-21347	N	
0001062993-23-020561	30-SEP-2023	N							1832 Asset Management L.P.	40 TEMPERANCE STREET	16TH FLOOR	TORONTO	A6	M5H 0B4	13F COMBINATION REPORT	028-11685			N	
0001796292-23-000008	30-SEP-2023								FIL Investment Advisors (UK) Ltd	OAKHILL HOUSE	130 TONBRIDGE RD	HILDENBOROUGH	X0	TN119DZ	13F NOTICE	028-19793	000110970	801-23620	N	
0000950123-23-010046	30-SEP-2023	N							OAK ASSOCIATES LTD /OH/	3800 EMBASSY PARKWAY	SUITE 310	AKRON	OH	44333	13F HOLDINGS REPORT	028-02338	000108874	801-23632	N	
0001632423-23-000009	30-SEP-2023								FIL Investment Management (Singapore) Ltd	8 MARINA VIEW, #35-06	ASIA SQUARE TOWER 1	SINGAPORE	U0	018960	13F NOTICE	028-16691			N	
0001729829-23-000013	30-SEP-2023								Qube Research & Technologies Ltd	10TH FLOOR, NOVA SOUTH BUILDING	160 VICTORIA STREET	LONDON	X0	SW1E 5LB	13F HOLDINGS REPORT	028-18757			N	
0000943663-23-000184	30-SEP-2023	N							PSquared Asset Management AG	DUFOURSTRASSE 43		ZURICH	V8	8008	13F HOLDINGS REPORT	028-16998	000172051	802-80066	N	
0000892712-23-000137	30-SEP-2023								Bexil Advisers LLC	2255 BUFFALO ROAD		ROCHESTER	NY	14624	13F NOTICE	028-14476	000154387	801-71976	N	
0001085146-23-004249	30-SEP-2023	N							PRESCOTT GROUP CAPITAL MANAGEMENT, L.L.C.	1924 SOUTH UTICA	SUITE 1120	TULSA	OK	74104-6429	13F HOLDINGS REPORT	028-10017	000115220	801-60650	N	
0000892712-23-000136	30-SEP-2023								WINMILL & CO. INC	2255 BUFFALO ROAD		ROCHESTER	NY	14624	13F HOLDINGS REPORT	028-05465			Y	"Winmill & Co. Incorporated (""Winco"") is a holding company and may be deemed to share investment discretion with certain other institutional investment managers. The characterization of shared investment discretion in this report is made solely to conform with SEC interpretations of Form 13F regarding control through share ownership. Bexil Advisers LLC (""Bexil Advisers""), a registered investment adviser that meets the $100 million Form 13F filing threshold, is included in the List of Other Included Managers set forth below and any Section 13(f) securities over which Bexil Advisers has investment discretion are reported separately from Winco's holdings in the Form 13F Information Table. Midas Management Corporation (""MMC""), a registered investment adviser, and other affiliated institutional investment managers that do not meet the $100 million Form 13F filing threshold, are not included in the List of Other Included Managers set forth below in accordance with the Answer to Question 48 in SEC Division of Investment Management: Frequently Asked Questions About Form 13F and other SEC interpretations, and any Section 13(f) securities over which MMC or such other institutional investment managers are deemed to have investment discretion are reported together with Winco's holdings in the Form 13F Information Table. The inclusion in this report of Section 13(f) securities over which other institutional investment managers are deemed to share investment discretion should not be considered an admission that Winco controls such institutional investment managers."
0001632421-23-000008	30-SEP-2023								FIL Investment Management (Hong Kong) Ltd	LEVEL 21, TWO PACIFIC PLACE	88 QUEENSWAY, ADMIRALTY	HONG KONG	K3	00000	13F NOTICE	028-16690			N	
0000842775-23-000007	30-SEP-2023								Clearstead Trust, LLC	1 UNION STREET   SUITE 302		PORTLAND	ME	04101	13F HOLDINGS REPORT	028-18091			N	
0001493152-23-040366	30-SEP-2023	N							GARNET EQUITY CAPITAL HOLDINGS, INC.	655 MADISON AVENUE	21ST FLOOR	NEW YORK	NY	10065	13F HOLDINGS REPORT	028-12687	000161948	801-78064	N	
0001719387-23-000005	30-SEP-2023								CDAM (UK) Ltd	MEADOWS HOUSE	20-22 QUEEN STREET	LONDON	X0	W1J 5PR	13F HOLDINGS REPORT	028-18347	000169319		N	
0001765380-23-000228	30-SEP-2023								Tillar-Wenstrup Advisors, LLC	1065 E. CENTERVILLE STATION ROAD		CENTERVILLE	OH	45459	13F HOLDINGS REPORT	028-15759			N	
0001398344-23-020467	30-SEP-2023	N							Colonial Trust Advisors	PO BOX 1724		SPARTANBURG	SC	29304	13F HOLDINGS REPORT	028-15274	000110257	801-53402	N	
0001172661-23-003751	30-SEP-2023	N							Summit Financial Wealth Advisors, LLC	P.o. Box 53007		Lafayette	LA	70505	13F HOLDINGS REPORT	028-16495	000171278	801-79686	N	
0001796291-23-000008	30-SEP-2023								FIL (Luxembourg) S.A.	2A RUE ALBERT BORCHETTE	BP 2174	L-1021	N4	L-1021	13F NOTICE	028-19795			N	
0001214659-23-014843	30-SEP-2023	N							MASSACHUSETTS INSTITUTE OF TECHNOLOGY	ONE BROADWAY, 9TH FLOOR	SUITE 200	CAMBRIDGE	MA	021421012	13F HOLDINGS REPORT	028-01002			N	
0001899384-23-000009	30-SEP-2023								Fidelity Investments Canada ULC	483 BAY STREET, SUITE 300		TORONTO	Z4	ON M5G-2N7	13F NOTICE	028-21980			N	
0001398344-23-020466	30-SEP-2023	N							Colonial Trust Co / SC	PO BOX 1724		SPARTANBURG	SC	29304	13F HOLDINGS REPORT	028-22694			N	
0001999371-23-000084	30-SEP-2023	N							Contrarius Investment Management (Bermuda) Ltd	Victoria Place, 5th Floor	31 Victoria Street	Hamilton	D0	HM 10	13F NOTICE	028-14796			N	
0001821168-23-000004	30-SEP-2023								LOUNTZIS ASSET MANAGEMENT, LLC	60 COMMERCE DRIVE		WYOMISSING	PA	19610	13F HOLDINGS REPORT	028-20330			N	
0001765380-23-000227	30-SEP-2023								Legacy Financial Advisors, Inc.	117 EAST FOURTH STREET		COVINGTON	KY	41011	13F HOLDINGS REPORT	028-18306			N	
0000318989-23-000090	30-SEP-2023								FIL Ltd	P.O. BOX H.M. 670		HAMILTON	D0	00000	13F HOLDINGS REPORT	028-00939			N	
0000846797-23-000004	30-SEP-2023								DEAN INVESTMENT ASSOCIATES, LLC	3500 PENTAGON BLVD, SUITE 200		BEAVERCREEK	OH	45431	13F HOLDINGS REPORT	028-02462			N	
0001766721-23-000004	30-SEP-2023								Aisling Capital Management LP	888 SEVENTH AVENUE, 12TH FLOOR		NEW YORK	NY	10106	13F HOLDINGS REPORT	028-19070			N	
0001172661-23-003750	30-SEP-2023	N							MAS Advisors LLC	501 Brickell Key Drive	Suite 509	Miami	FL	33131	13F HOLDINGS REPORT	028-21689	000165906	801-77354	N	
0000904454-23-000604	30-SEP-2023	N							Finepoint Capital LP	500 Boylston Street	24th Floor	Boston	MA	02116	13F HOLDINGS REPORT	028-16580	000170668	801-79330	N	
0001999371-23-000082	30-SEP-2023	N							Contrarius Investment Management Ltd	2 Bond Street		St. Helier	Y9	JE2 3NP	13F HOLDINGS REPORT	028-13714			N	
0001306550-23-010335	30-SEP-2023								BlackRock Inc.	50 Hudson Yards		New York	NY	10001	13F COMBINATION REPORT	028-12019			Y	BlackRock, Inc. is the parent holding company of certain institutional investment managers. For purposes of the reporting requirements under Section 13(f) of the Securities Exchange Act of 1934 (the Act), and the rules promulgated thereunder, BlackRock, Inc. itself does not exercise, and therefore disclaims, investment discretion with respect to any Section 13(f) securities positions over which its investment operating subsidiaries exercise such discretion. To the extent, however, that BlackRock Inc.'s ownership interest in such subsidiaries may nevertheless give rise to a Form 13F obligation on behalf of BlackRock, Inc., the information required by Form 13F is reported herein on behalf of all such subsidiaries.
0001172661-23-003749	30-JUN-2023	Y	1	RESTATEMENT	N				Allen & CO LLC	711 Fifth Avenue		New York	NY	10022	13F NOTICE	028-18385			Y	"Allen & Company LLC (""Allen LLC"") hereby advises that it may be deemed to share investment discretion with respect to 13(f) securities held by it with Allen Operations LLC (""Allen Operations""), of which Allen LLC is a wholly-owned subsidiary. Allen LLC hereby further advises that Allen Operations is filing on Allen LLC's behalf in Allen Operations' Form 13F for the period ended June 30, 2023, with respect to such 13(f) securities."
0001445546-23-007486	30-SEP-2023	N							FIRST TRUST ADVISORS LP	120 East Liberty Drive	Suite 400	Wheaton	IL	60187	13F COMBINATION REPORT	028-06487			N	
0001374170-23-000043	30-SEP-2022	Y	1	NEW HOLDINGS	Y	14-NOV-2023	14-NOV-2022	Confidential Treatment Expired	NORGES BANK	BANKPLASSEN 2	P.O BOX 1179 SENTRUM	OSLO	Q8	0107	13F HOLDINGS REPORT	028-12187			Y	Collateral received through secured lending and borrowing transactions in the form of securities where Norges Bank has the right to sell or pledge the security, is not recognized in its balance sheet unless reinvested. Correspondingly, such collateral is not reflected in our 13F reporting.
0001026420-23-000008	30-SEP-2023								STRATEGIC ADVISERS LLC	245 SUMMER ST		BOSTON	MA	02210	13F NOTICE	028-05421	000104555	801-13243	N	
0001765380-23-000226	30-SEP-2023								Connectus Wealth, LLC	255 EAST FIFTH STREET	SUITE 1900	CINCINNATI	OH	45202	13F HOLDINGS REPORT	028-21153			N	
0001601774-23-000007	30-SEP-2023								Impresa Management LLC	255 STATE STREET		BOSTON	MA	02110	13F NOTICE	028-16240	000168741	801-79266	N	
0000914208-23-000536	30-SEP-2023								INVESCO SENIOR SECURED MANAGEMENT INC /ADV	225 LIBERTY ST.		NEW YORK	NY	10281	13F HOLDINGS REPORT	028-18523	000107590	801-38119	N	
0001172661-23-003748	30-SEP-2023	N							Gladstone Institutional Advisory LLC	2500 N. Military Trail	#225	Boca Raton	FL	33431	13F HOLDINGS REPORT	028-19151	000250787	801-101532	N	
0001629539-23-000008	30-SEP-2023								FMR Investment Management (UK) Ltd	1 ST. MARTIN'S LE GRAND		LONDON	X0	EC1A 4AS	13F NOTICE	028-16686	000108273	801-28773	N	
0001398344-23-020464	30-SEP-2023	N							Parkside Financial Bank & Trust	8112 MARYLAND AVE	SUITE 101	SAINT LOUIS	MO	63105	13F HOLDINGS REPORT	028-14624			N	
0001172661-23-003747	30-SEP-2023	N							Allen & CO LLC	711 Fifth Avenue		New York	NY	10022	13F NOTICE	028-18385			Y	"Allen & Company LLC (""Allen LLC"") hereby advises that it may be deemed to share investment discretion with respect to 13(f) securities held by it with Allen Operations LLC (""Allen Operations""), of which Allen LLC is a wholly-owned subsidiary. Allen LLC hereby further advises that Allen Operations is filing on Allen LLC's behalf in Allen Operations' Form 13F for the period ended September 30, 2023 with respect to such 13(f) securities."
