ACCESSION_NUMBER,REPORTCALENDARORQUARTER,ISAMENDMENT,AMENDMENTNO,AMENDMENTTYPE,CONFDENIEDEXPIRED,DATEDENIEDEXPIRED,DATEREPORTED,REASONFORNONCONFIDENTIALITY,FILINGMANAGER_NAME,FILINGMANAGER_STREET1,FILINGMANAGER_STREET2,FILINGMANAGER_CITY,FILINGMANAGER_STATEORCOUNTRY,FILINGMANAGER_ZIPCODE,REPORTTYPE,FORM13FFILENUMBER,CRDNUMBER,SECFILENUMBER,PROVIDEINFOFORINSTRUCTION5,ADDITIONALINFORMATION,timestamp
0000943712-24-000006,30-JUN-2024,,,,,,,,WASHINGTON STATE INVESTMENT BOARD,2100 EVERGREEN PARK DR SW,PO BOX 40916,OLYMPIA,WA,98504-0916,13F HOLDINGS REPORT,028-14515,,,Y,"Please note: The WSIB mainly uses external managers for its public equity. For more information, please review our website (https://www.sib.wa.gov/), which includes our investment reports (https://www.sib.wa.gov/reports.html).",2023-10-01
0001016972-24-000006,30-JUN-2024,,,,,,,,ARCADIA INVESTMENT MANAGEMENT CORP/MI,161 EAST MICHIGAN AVENUE,SUITE 500 SOUTH,KALAMAZOO,MI,49007,13F HOLDINGS REPORT,028-05696,104867.0,,N,,2023-10-01
0001573913-24-000006,30-JUN-2024,,,,,,,,"Foundry Partners, LLC",510 FIRST AVENUE NORTH,SUITE 601,MINNEAPOLIS,MN,55403,13F HOLDINGS REPORT,028-15710,164863.0,801-76953,N,,2023-10-01
0001770133-24-000003,30-JUN-2024,,,,,,,,Frost Bank - FWA,P.O. BOX 2950,,SAN ANTONIO,TX,78299,13F NOTICE,028-19490,,,N,,2023-10-01
0001705819-24-000044,30-JUN-2024,N,,,,,,,Palmer Knight Co,1022 Park Street,Suite 402,Jacksonville,FL,32204,13F HOLDINGS REPORT,028-19185,112983.0,801-101490,N,,2023-10-01
0001437749-24-024610,30-JUN-2024,,,,,,,,GOULD ASSET MANAGEMENT LLC /CA/,341 WEST FIRST STREET,SUITE 200,CLAREMONT,CA,91711,13F HOLDINGS REPORT,028-14118,,,N,,2023-10-01
0001962532-24-000003,30-JUN-2024,,,,,,,,"RETIREMENT FINANCIAL SOLUTIONS, LLC",9725 COGDILL ROAD,SUITE 101,KNOXVILLE,TN,37932,13F HOLDINGS REPORT,028-22734,285347.0,801-123504,N,,2023-10-01
0001085146-24-003489,30-JUN-2024,N,,,,,,,"IAMS WEALTH MANAGEMENT, LLC",14507 CALIFORNIA STREET,,OMAHA,NE,68154,13F HOLDINGS REPORT,028-23408,286085.0,801-108875,N,,2023-10-01
0001541910-24-000004,30-JUN-2024,,,,,,,,Illinois Municipal Retirement Fund,2211 YORK ROAD,SUITE 500,OAK BROOK,IL,60523,13F HOLDINGS REPORT,028-19769,,,N,,2023-10-01
0001177206-24-000006,30-JUN-2024,,,,,,,,LOS ANGELES CAPITAL MANAGEMENT LLC,11150 SANTA MONICA BLVD.,SUITE 200,LOS ANGELES,CA,90025,13F HOLDINGS REPORT,028-10229,119033.0,801-60934,N,,2023-10-01
0000039263-24-000061,30-JUN-2024,N,,,,,,,"Cullen/Frost Bankers, Inc.",Post Office Box 1600,,San Antonio,TX,78296-1600,13F HOLDINGS REPORT,028-00183,,,N,,2023-10-01
0001398344-24-013744,30-JUN-2024,N,,,,,,,Parkside Financial Bank & Trust,8112 MARYLAND AVE,SUITE 101,SAINT LOUIS,MO,63105,13F HOLDINGS REPORT,028-14624,,,N,,2023-10-01
0001085146-24-003488,30-JUN-2024,N,,,,,,,Cantillon Capital Management LLP,EAGLE HOUSE,108-110 JERMYN STREET,London,X0,SW1Y 6EE,13F NOTICE,028-11587,139303.0,801-66104,N,,2023-10-01
0001085146-24-003487,30-JUN-2024,N,,,,,,,Cantillon Capital Management LLC,499 Park Avenue,9th Floor,New York,NY,10022,13F HOLDINGS REPORT,028-10729,137895.0,801-65611,N,,2023-10-01
0001330463-24-000004,30-JUN-2024,,,,,,,,"Ironwood Investment Counsel, LLC",THE SCOTTSDALE FORUM,"6263 N. SCOTTSDALE ROAD, SUITE 200",SCOTTSDALE,AZ,85250,13F HOLDINGS REPORT,028-11471,110623.0,801-60073,N,,2023-10-01
0001172661-24-003078,30-JUN-2024,N,,,,,,,Fiera Capital Inc.,375 Park Avenue,8th Floor,New York,NY,10152,13F NOTICE,028-04930,113638.0,801-8948,N,,2023-10-01
0001469751-24-000006,30-JUN-2024,,,,,,,,"RiverFront Investment Group, LLC",1214 EAST CARY STREET,,RICHMOND,VA,23219,13F COMBINATION REPORT,028-13577,146221.0,801-68810,N,,2023-10-01
0001765380-24-000277,30-JUN-2024,,,,,,,,"Bedel Financial Consulting, Inc.",8940 RIVER CROSSING BOULEVARD,SUITE 120,INDIANAPOLIS,IN,46240,13F HOLDINGS REPORT,028-18265,105653.0,801-34764,N,,2023-10-01
0000950123-24-007147,30-JUN-2024,N,,,,,,,FountainVest China Capital Partners GP3 Ltd.,c/o Conyers Trust Company (Cayman) Ltd,"Cricket Square, Hutchins Dr, PO Box 2681",Grand Cayman,E9,KY1-1111,13F HOLDINGS REPORT,028-19873,,,N,,2023-10-01
0001370102-24-000007,30-JUN-2024,,,,,,,,"State of Alaska, Department of Revenue",333 WILLOUGHBY AVENUE,TREASURY DIVISION 11TH FLOOR,JUNEAU,AK,99801,13F HOLDINGS REPORT,028-11974,,,N,,2023-10-01
0001104659-24-085770,30-JUN-2024,N,,,,,,,UniSuper Management Pty Ltd,"Level 1, 385 Bourke Street",,"Melbourne, Victoria",C3,3000,13F HOLDINGS REPORT,028-23352,,,N,,2023-10-01
0001975550-24-000007,30-JUN-2024,,,,,,,,"RIDGECREST WEALTH PARTNERS, LLC",35 MILLER AVENUE,#26,MILL VALLEY,CA,94941,13F HOLDINGS REPORT,028-21260,,,N,,2023-10-01
0001420506-24-001255,30-JUN-2024,N,,,,,,,"Maytus Capital Management, LLC",437 MADISON AVENUE,21ST FLOOR,NEW YORK,NY,10022,13F HOLDINGS REPORT,028-18992,288640.0,801-116957,N,,2023-10-01
0001398344-24-013722,30-JUN-2024,N,,,,,,,Cypress Capital Management LLC (WY),PO BOX J,,SHERIDAN,WY,82801,13F HOLDINGS REPORT,028-16730,130401.0,801-62811,N,,2023-10-01
0001962713-24-000005,30-JUN-2024,,,,,,,,"Nordwand Advisors, LLC",150 N. RADNOR CHESTER ROAD,SUITE A270,RADNOR,PA,19087,13F HOLDINGS REPORT,028-22765,322936.0,801-126490,N,,2023-10-01
0001911391-24-000004,30-JUN-2024,,,,,,,,"BluePath Capital Management, LLC","2859 PACES FERRY RD SE, SUITE 420",,ATLANTA,GA,30339,13F HOLDINGS REPORT,028-23404,,,N,,2023-10-01
0002015721-24-000003,30-JUN-2024,N,,,,,,,Livelsberger Financial Advisory,122 West Washington Street,Suite D,Ashland,OH,44805,13F HOLDINGS REPORT,028-24033,,,N,,2023-10-01
0001975550-24-000006,30-JUN-2024,,,,,,,,"BNC WEALTH MANAGEMENT, LLC",8625 SW CASCADE AVENUE,SUITE 410,BEAVERTON,OR,97008,13F HOLDINGS REPORT,028-20405,,,N,,2023-10-01
0001587192-24-000007,30-JUN-2024,,,,,,,,"Blume Capital Management, Inc.",1708 SHATTUCK AVENUE,,BERKELEY,CA,94709,13F HOLDINGS REPORT,028-15990,111768.0,801-55922,N,,2023-10-01
0001940033-24-000003,30-JUN-2024,,,,,,,,"Plan Group Financial, LLC",6 NE 63RD STREET,,OKLAHOMA CITY,OK,73105,13F HOLDINGS REPORT,028-22609,,,N,,2023-10-01
0001629290-24-000007,30-JUN-2024,,,,,,,,Verde Servicos Internacionais S.A.,"AVENIDA BRIGADEIRO FARIA LIMA, 3600",11 ANDAR/PARTE,SAO PAULO,D5,04538-132,13F HOLDINGS REPORT,028-17063,,,N,,2023-10-01
0001423065-24-000006,30-JUN-2024,,,,,,,,Ativo Capital Management LLC,120 N LASALLE STREET,SUITE 1160,CHICAGO,IL,60602,13F HOLDINGS REPORT,028-13337,,,N,,2023-10-01
0001580642-24-004167,30-JUN-2024,N,,,,,,,"BTS Asset Management, Inc.",55 Old Bedford Road,Suite 203,Lincoln,MA,01773,13F HOLDINGS REPORT,028-15457,,,N,,2023-10-01
0001652442-24-000004,30-JUN-2024,,,,,,,,ANTIPODES PARTNERS Ltd,PO BOX R1313,,ROYAL EXCHANGE,C3,1225,13F HOLDINGS REPORT,028-17578,299380.0,801-120112,N,,2023-10-01
0001481714-24-000006,30-JUN-2024,,,,,,,,"Verus Financial Partners, Inc.",9030 STONY POINT PARKWAY SUITE 160,,RICHMOND,VA,23235,13F HOLDINGS REPORT,028-13642,106744.0,801-41983,N,,2023-10-01
0001541496-24-000010,30-JUN-2024,N,,,,,,,Hendershot Investments Inc.,5862 Saddle Downs Place,,Centreville,VA,20120,13F HOLDINGS REPORT,028-14734,,,N,,2023-10-01
0001483824-24-000005,30-JUN-2024,,,,,,,,TD Capital Management LLC,5100 POPLAR AVENUE,SUITE 2904,MEMPHIS,TN,38137,13F HOLDINGS REPORT,028-13750,,,N,,2023-10-01
0001842572-24-000007,30-JUN-2024,,,,,,,,Altus Wealth Group LLC,423 S CASCADE AVENUE,,COLORADO SPRINGS,CO,80903,13F HOLDINGS REPORT,028-20775,287848.0,,N,,2023-10-01
0001352860-24-000007,30-JUN-2024,,,,,,,,"BLUE BELL PRIVATE WEALTH MANAGEMENT, LLC",BLUE BELL EXECUTIVE CAMPUS,"470 NORRISTOWN ROAD, SUITE 305",BLUE BELL,PA,19422,13F HOLDINGS REPORT,028-11658,134184.0,801-64005,N,,2023-10-01
0001398344-24-013708,30-JUN-2024,N,,,,,,,LGT Financial Advisors LLC,2626 HOWELL ST,SUITE 700,DALLAS,TX,75204,13F HOLDINGS REPORT,028-23020,111575.0,801-77833,N,,2023-10-01
0001352467-24-000004,30-JUN-2024,,,,,,,,"BBR PARTNERS, LLC",55 EAST 52ND STREET,18TH FLOOR,NEW YORK,NY,10055,13F HOLDINGS REPORT,028-14080,109688.0,801-57219,N,,2023-10-01
0001590073-24-000005,30-JUN-2024,,,,,,,,"Arbor Investment Advisors, LLC",300 SOUTH MAIN STREET,,WINSTON SALEM,NC,27101,13F HOLDINGS REPORT,028-15620,111077.0,801-58281,N,,2023-10-01
0001172661-24-003077,30-JUN-2024,N,,,,,,,Capula Investment Management LLP,7 Clarges Street,,London,X0,W1J 8AE,13F NOTICE,028-17757,163364.0,802-75433,N,,2023-10-01
0001172661-24-003076,30-JUN-2024,N,,,,,,,Capula Investment US LP,510 Madison Ave,9th Floor,New York,NY,10022,13F NOTICE,028-17204,157589.0,801-73189,N,,2023-10-01
0001172661-24-003075,30-JUN-2024,N,,,,,,,Capula Management Ltd,PO Box 309,Ugland House,Grand Cayman,E9,KY1-1104,13F HOLDINGS REPORT,028-17203,163729.0,802-113693,N,,2023-10-01
0001765380-24-000276,30-JUN-2024,,,,,,,,"Accretive Wealth Partners, LLC",1 GATEHALL DRIVE,,PARSIPPANY,NJ,07054,13F HOLDINGS REPORT,028-20705,299544.0,801-117780,N,,2023-10-01
0001975550-24-000005,30-JUN-2024,,,,,,,,"JACKSON SQUARE CAPITAL, LLC",230 CALIFORNIA STREET,SUITE 304,SAN FRANCISCO,CA,94111,13F HOLDINGS REPORT,028-20279,,,N,,2023-10-01
0001849561-24-000005,30-JUN-2024,,,,,,,,"CHILDRESS CAPITAL ADVISORS, LLC",952 ECHO LANE,SUITE 365,HOUSTON,TX,77024,13F HOLDINGS REPORT,028-21104,310277.0,801-119348,N,,2023-10-01
0001911470-24-000004,30-JUN-2024,,,,,,,,"ETF Store, Inc.",7300 W. 110TH ST,SUITE 870,OVERLAND PARK,KS,66210,13F HOLDINGS REPORT,028-22250,,,N,,2023-10-01
0001040188-24-000045,30-JUN-2024,N,,,,,,,VICTORY CAPITAL MANAGEMENT INC,15935 La Cantera Parkway,,San Antonio,TX,78256,13F COMBINATION REPORT,028-06354,,,N,,2023-10-01
0001895612-24-000006,30-JUN-2024,,,,,,,,"VELA Investment Management, LLC",220 MARKET ST.,SUITE 208,NEW ALBANY,OH,43054,13F HOLDINGS REPORT,028-21675,,,N,,2023-10-01
0001986152-24-000043,30-JUN-2024,,,,,,,,"Denver PWM, LLC",2000 S COLORADO BLVD.,"TOWER 1, SUITE 3700",DENVER,CO,80222,13F HOLDINGS REPORT,028-18186,171139.0,801-79624,N,,2023-10-01
0001172661-24-003074,30-JUN-2024,N,,,,,,,Florin Court Capital LLP,31 Maddox Street,,London,X0,W1S 2PB,13F HOLDINGS REPORT,028-17626,281454.0,802-106773,N,,2023-10-01
0001975550-24-000004,30-JUN-2024,,,,,,,,"DEFINED WEALTH MANAGEMENT, LLC",8625 SW CASCADE AVE,SUITE 410,BEAVERTON,OR,97008,13F HOLDINGS REPORT,028-21105,,,N,,2023-10-01
0001437749-24-024598,30-JUN-2024,,,,,,,,"5th Street Advisors, LLC",107 JOHN STREET,,Southport,CT,06890,13F HOLDINGS REPORT,028-22153,,,N,,2023-10-01
0001382646-24-000004,30-JUN-2024,N,,,,,,,"Ifrah Financial Services, Inc.",17300 Chenal Parkway,Suite 150,Little Rock,AR,72223,13F HOLDINGS REPORT,028-12063,,,N,,2023-10-01
0001861798-24-000006,30-JUN-2024,,,,,,,,"Drake & Associates, LLC",2212 E. MORELAND BLVD.,SUITE 200,WAUKESHA,WI,53186,13F HOLDINGS REPORT,028-22597,,,N,,2023-10-01
0001767855-24-000003,30-JUN-2024,,,,,,,,"Global Wealth Management Investment Advisory, Inc.","2810 E OAKLAND PARK BLVD., STE 101",,FORT LAUDERDALE,FL,33306,13F HOLDINGS REPORT,028-19306,286005.0,801-110227,N,,2023-10-01
0001140436-24-000004,30-JUN-2024,,,,,,,,PROVIDENT TRUST CO,N16 W23217 STONE RIDGE DRIVE,SUITE 310,WAUKESHA,WI,53188,13F HOLDINGS REPORT,028-06481,,,N,,2023-10-01
0001172661-24-003071,30-JUN-2024,N,,,,,,,NORTHSTAR ASSET MANAGEMENT INC,Po Box 301840,,Boston,MA,02130,13F HOLDINGS REPORT,028-22854,107138.0,801-37897,N,,2023-10-01
0001568303-24-000005,30-JUN-2024,,,,,,,,"West Family Investments, Inc.",4960 AVENIDA ENCINAS,,CARLSBAD,CA,92008,13F HOLDINGS REPORT,028-15352,,,N,,2023-10-01
0001975550-24-000003,30-JUN-2024,,,,,,,,CHANNEL WEALTH LLC,3700 STATE STREET #240,,SANTA BARBARA,CA,93105,13F HOLDINGS REPORT,028-23193,,,N,,2023-10-01
0001123292-24-000211,30-JUN-2024,N,,,,,,,Skorpios Trust,195 ARCH. MAKARIOS III AVE.,NEOCLEOUS HOUSE,LIMASSOL,G4,3030,13F HOLDINGS REPORT,028-21512,,,N,,2023-10-01
0001861798-24-000005,30-JUN-2024,,,,,,,,MONUMENTAL FINANCIAL GROUP INC.,1 RESEARCH COURT,SUITE 240,ROCKVILLE,MD,20850,13F HOLDINGS REPORT,028-21222,,,N,,2023-10-01
0001882466-24-000006,30-JUN-2024,,,,,,,,Aflac Asset Management LLC,100 WALL STREET,,NEW YORK,NY,10005,13F NOTICE,028-21637,304316.0,801-120174,N,,2023-10-01
0001078841-24-000004,30-JUN-2024,,,,,,,,BRUNI J V & CO /CO,1528 N. TEJON ST,,COLORADO SPRINGS,CO,80907,13F HOLDINGS REPORT,028-03841,106644.0,801-42242,N,,2023-10-01
0001214659-24-013771,30-JUN-2024,N,,,,,,,Stonehage Fleming Investment Management Ltd,6 ST JAMES'S SQUARE,,LONDON,X0,SW1Y 4JU,13F NOTICE,028-19584,,,N,,2023-10-01
0001575301-24-000004,30-JUN-2024,,,,,,,,"Beacon Capital Management, Inc.",7777 WASHINGTON VILLAGE DRIVE,SUITE 280,DAYTON,OH,45459,13F HOLDINGS REPORT,028-15734,120641.0,801-61249,N,,2023-10-01
0001802244-24-000006,30-JUN-2024,,,,,,,,"Indie Asset Partners, LLC",10585 NORTH MERIDIAN STREET,SUITE 210,CARMEL,IN,46290,13F HOLDINGS REPORT,028-19854,154503.0,,N,,2023-10-01
0001214659-24-013769,30-JUN-2024,N,,,,,,,Stonehage Fleming Financial Services Holdings Ltd,"2 THE FORUM, GRENVILLE STREET",,ST. HELIER,Y9,JE1 4HH,13F HOLDINGS REPORT,028-19583,,,N,,2023-10-01
0001482611-24-000003,30-JUN-2024,,,,,,,,"CORRADO ADVISORS, LLC","48 SOUTH FRANKLIN TURNPIKE, SUITE 300",,RAMSEY,NJ,07446,13F HOLDINGS REPORT,028-13652,111721.0,801-56980,N,,2023-10-01
0001765380-24-000275,30-JUN-2024,,,,,,,,"WEST MICHIGAN ADVISORS, LLC",320 NORTH 120TH AVENUE,SUITE 240,HOLLAND,MI,49424,13F HOLDINGS REPORT,028-22214,312073.0,801-120208,N,,2023-10-01
0001104659-24-085710,30-JUN-2024,N,,,,,,,"Williams Jones Wealth Management, LLC.","717 Fifth Ave, 11th Floor",,New York,NY,10022,13F HOLDINGS REPORT,028-19622,301925.0,801-116946,N,,2023-10-01
0000053417-24-000063,30-JUN-2024,,,,,,,,JENNISON ASSOCIATES LLC,466 LEXINGTON AVE,,NEW YORK,NY,10017,13F HOLDINGS REPORT,028-00074,107959.0,801-5608,N,,2023-10-01
0001954044-24-000006,30-JUN-2024,,,,,,,,"Fee-Only Financial Planning, L.C.",45 SUGAR MILL DRIVE,,OKATIE,SC,29909,13F HOLDINGS REPORT,028-22808,108365.0,801-60251,N,,2023-10-01
0001214659-24-013765,31-DEC-2023,Y,1.0,NEW HOLDINGS,N,,,,Stonehage Fleming Financial Services Holdings Ltd,"2 THE FORUM, GRENVILLE STREET",,ST. HELIER,Y9,JE1 4HH,13F HOLDINGS REPORT,028-19583,,,N,,2023-10-01
0001172661-24-003070,30-JUN-2024,N,,,,,,,Prosperitas Financial LLC,25060 Avenue Stanford,Suite 100,Valencia,CA,91355,13F HOLDINGS REPORT,028-23456,315768.0,801-122207,N,,2023-10-01
0001140361-24-035641,30-JUN-2024,N,,,,,,,RBC TRUSTEES (Jersey) LTD,GASPE HOUSE,66-72 ESPLANADE,ST HELIER,Y9,JE2 3QT,13F NOTICE,028-13008,,,N,,2023-10-01
0001765380-24-000274,30-JUN-2024,,,,,,,,"Sound View Wealth Advisors Group, LLC",1 SKIDAWAY VILLAGE WALK,SUITE 201,SAVANNAH,GA,31411,13F HOLDINGS REPORT,028-19564,300927.0,801-114892,N,,2023-10-01
0001580642-24-004152,30-JUN-2024,N,,,,,,,Oak Grove Capital LLC,11 Atlantic Avenue,,North Hampton,NH,03862,13F HOLDINGS REPORT,028-18380,,,N,,2023-10-01
0001717977-24-000005,30-JUN-2024,,,,,,,,AMS Capital Ltda,AV. BRIGADEIRO FARIA LIMA 2277,10TH FLOOR,SAO PAULO,D5,01452000,13F HOLDINGS REPORT,028-18296,,,N,,2023-10-01
0001765380-24-000273,30-JUN-2024,,,,,,,,Goodman Financial Corp,"5177 RICHMOND AVE, SUITE 700",,HOUSTON,TX,77056,13F HOLDINGS REPORT,028-15107,285637.0,801-108671,N,,2023-10-01
0000950123-24-007122,30-JUN-2024,N,,,,,,,Park Avenue Institutional Advisers LLC,10 Hudson Yards,,New York,NY,10001,13F COMBINATION REPORT,028-16979,175101.0,801-81084,N,,2023-10-01
0001262677-24-000002,30-JUN-2024,,,,,,,,NOESIS CAPITAL MANGEMENT CORP,"FOUNTAIN SQUARE, 2700 N. MILITARY TRAIL",SUITE 210,BOCA RATON,FL,33431,13F HOLDINGS REPORT,028-10542,110819.0,801-49934,N,,2023-10-01
0000950123-24-007120,30-JUN-2024,N,,,,,,,Guardian Life Insurance Co of America,10 Hudson Yards,,NY,NY,10001,13F NOTICE,028-15487,,,N,,2023-10-01
0001398344-24-013674,30-JUN-2024,N,,,,,,,Disciplina Capital Management LLC,1033 DEMONBREUN STREET,SUITE 300,NASHVILLE,TN,37203,13F HOLDINGS REPORT,028-23444,167295.0,801-115108,N,,2023-10-01
0001765380-24-000272,30-JUN-2024,,,,,,,,"Efficient Advisors, LLC",6338 SNIDER RD,UNIT 135,MASON,OH,45040,13F HOLDINGS REPORT,028-14911,1501.0,801-70110,N,,2023-10-01
0000905729-24-000127,30-JUN-2024,N,,,,,,,BROOKTREE CAPITAL MANAGEMENT,4080 Camelot Ridge Dr.,,Grand Rapids,MI,49546,13F HOLDINGS REPORT,028-20186,114173.0,801-118307,N,,2023-10-01
0000950123-24-007118,30-JUN-2024,N,,,,,,,Codex Capital Asset Management L.L.C.,5990 LINDENSHIRE LANE #107,,DALLAS,TX,75230,13F HOLDINGS REPORT,028-24262,,,N,,2023-10-01
0000903603-24-000005,30-JUN-2024,,,,,,,,WASHINGTON UNIVERSITY,CAMPUS BOX NUMBER 1058,ONE BROOKINGS DRIVE,ST LOUIS,MO,63130,13F HOLDINGS REPORT,028-20724,,,N,,2023-10-01
0001742998-24-000004,30-JUN-2024,,,,,,,,"FNY Investment Advisers, LLC","90 PARK AVENUE, 5TH FLOOR",,NEW YORK,NY,10016,13F HOLDINGS REPORT,028-18846,,,N,,2023-10-01
0001398344-24-013670,30-JUN-2024,N,,,,,,,"Covenant Partners, LLC",P.O. BOX 158187,,NASHVILLE,TN,37215,13F HOLDINGS REPORT,028-19281,110137.0,801-62178,N,,2023-10-01
0001172661-24-003067,30-JUN-2024,N,,,,,,,GSI Capital Advisors LLC,23 Corporate Plaza,Suite 150,Newport Beach,CA,92660,13F HOLDINGS REPORT,028-12448,135143.0,801-66702,N,,2023-10-01
0001765380-24-000271,30-JUN-2024,,,,,,,,"M. Kulyk & Associates, LLC",148 MEAD ROAD,,DECATUR,GA,30030,13F HOLDINGS REPORT,028-20524,29088.0,801-112089,N,,2023-10-01
0000820478-24-000010,30-JUN-2024,,,,,,,,STRS OHIO,275 E BROAD ST,,COLUMBUS,OH,43215,13F HOLDINGS REPORT,028-02144,,,N,,2023-10-01
0001765380-24-000270,30-JUN-2024,,,,,,,,"Alpha Omega Group, Inc.",11911 FREEDOM DRIVE,SUITE 730,RESTON,VA,20190,13F HOLDINGS REPORT,028-20529,1590.0,801-77736,N,,2023-10-01
0000044365-24-000003,30-JUN-2024,,,,,,,,CENTRAL TRUST Co,111 EAST MILLER ST,,JEFFERSON CITY,MO,65101,13F HOLDINGS REPORT,028-03392,,,N,,2023-10-01
0001172661-24-003066,30-JUN-2024,N,,,,,,,"Martin Investment Management, LLC",2000 PGA BLVD,SUITE 4440,PALM BEACH GARDENS,FL,33408,13F HOLDINGS REPORT,028-14087,105381.0,801-32896,N,,2023-10-01
0001997602-24-000003,30-JUN-2024,,,,,,,,"Financial Security Advisor, Inc.",477 VIKING DRIVE,SUITE 305,VIRGINIA BEACH,VA,23452,13F HOLDINGS REPORT,028-23426,,028-23426,N,,2023-10-01
0001006407-24-000011,30-JUN-2024,Y,1.0,RESTATEMENT,,,,,FISHMAN JAY A LTD/MI,901 WILSHIRE DRIVE,SUITE 555,TROY,MI,48084,13F HOLDINGS REPORT,028-05212,105609.0,801-6618,N,,2023-10-01
0001765380-24-000268,30-JUN-2024,,,,,,,,"Precision Wealth Strategies, LLC",4622 MACKLIND AVE,,SAINT LOUIS,MO,63109,13F HOLDINGS REPORT,028-21148,299827.0,801-114482,N,,2023-10-01
0001585047-24-000003,30-JUN-2024,,,,,,,,Columbia Asset Management,924 NORTH MAIN STREET,SUITE 1,ANN ARBOR,MI,48104,13F HOLDINGS REPORT,028-15791,,,N,,2023-10-01
0001085146-24-003485,30-JUN-2024,N,,,,,,,"Horizon Investment Services, LLC",7412 CALUMET AVENUE,,HAMMOND,IN,46327,13F HOLDINGS REPORT,028-12835,,,N,,2023-10-01
0001701132-24-000005,30-JUN-2024,,,,,,,,"Sterling Investment Advisors, Ltd.",1055 WESTLAKES DRIVE,SUITE 150,BERWYN,PA,19312,13F HOLDINGS REPORT,028-18056,140710.0,801-66769,N,,2023-10-01
0001531809-24-000003,30-JUN-2024,,,,,,,,"CapWealth Advisors, LLC",4031 ASPEN GROVE DR,SUITE 600,FRANKLIN,TN,37067,13F HOLDINGS REPORT,028-14625,,,N,,2023-10-01
0001765380-24-000266,30-JUN-2024,,,,,,,,MA Private Wealth,1355 A SAN CARLOS AVENUE,,SAN CARLOS,CA,94070,13F HOLDINGS REPORT,028-19069,291366.0,801-112344,N,,2023-10-01
0001140361-24-035631,31-DEC-2020,N,,,,,,,"Mason Investment Advisory Services, Inc.",11921 Freedom Drive,Suite 1000,Reston,VA,20190,13F HOLDINGS REPORT,028-23779,111113.0,801-18054,N,,2023-10-01
0001765380-24-000265,30-JUN-2024,,,,,,,,"Brio Consultants, LLC",19 SUTTER STREET,,SAN FRANCISCO,CA,94104,13F HOLDINGS REPORT,028-19018,289889.0,801-111830,N,,2023-10-01
0001588873-24-000006,30-JUN-2024,,,,,,,,Municipal Employees' Retirement System of Michigan,1134 MUNICIPAL WAY,,LANSING,MI,48917,13F HOLDINGS REPORT,028-15623,,,N,,2023-10-01
0001104659-24-085679,30-JUN-2024,N,,,,,,,"Atlas Venture Advisors, Inc.","56 Wareham Street, Floor 3",,Boston,MA,02118,13F HOLDINGS REPORT,028-19068,,,N,,2023-10-01
0001104659-24-085677,30-JUN-2024,N,,,,,,,"Atlas Venture Fund VIII, L.P.","56 Wareham Street, Floor 3",,Boston,MA,02118,13F NOTICE,028-21502,,,N,,2023-10-01
0001104659-24-085676,30-JUN-2024,N,,,,,,,"Atlas Venture Associates VIII, Inc.","56 Wareham Street, Floor 3",,Boston,MA,02118,13F NOTICE,028-21503,,,N,,2023-10-01
0001104659-24-085675,30-JUN-2024,N,,,,,,,"Atlas Venture Associates VIII, L.P.","56 Wareham Street, Floor 3",,Boston,MA,02118,13F NOTICE,028-21501,,,N,,2023-10-01
0001802806-24-000035,30-JUN-2024,,,,,,,,Evergreen Venture Partners Ltd.,C/O CLOCKWORK ADMIN LTD.,5 HARASH ST.,HERZLIYA,L3,4651205,13F HOLDINGS REPORT,028-22229,,,N,,2023-10-01
0001140361-24-035629,30-SEP-2020,N,,,,,,,"Mason Investment Advisory Services, Inc.",11921 Freedom Drive,Suite 1000,Reston,VA,20190,13F HOLDINGS REPORT,028-23779,111113.0,801-18054,N,,2023-10-01
0001140361-24-035626,30-JUN-2020,N,,,,,,,"Mason Investment Advisory Services, Inc.",11921 Freedom Drive,Suite 1000,Reston,VA,20190,13F HOLDINGS REPORT,028-23779,111113.0,801-18054,N,,2023-10-01
0001602905-24-000004,30-JUN-2024,,,,,,,,MCF Advisors LLC,50 E RIVERCENTER BLVD.,SUITE 300,COVINGTON,KY,41011,13F HOLDINGS REPORT,028-16138,,,N,,2023-10-01
0001140361-24-035624,31-MAR-2020,N,,,,,,,"Mason Investment Advisory Services, Inc.",11921 Freedom Drive,Suite 1000,Reston,VA,20190,13F HOLDINGS REPORT,028-23779,111113.0,801-18054,N,,2023-10-01
0001172661-24-003065,30-JUN-2024,N,,,,,,,PETERSON WEALTH MANAGEMENT,2255 Green Vista Dr. Suite 403,,Sparks,NV,89431,13F HOLDINGS REPORT,028-19661,285415.0,801-117241,N,,2023-10-01
0001398344-24-013661,30-JUN-2024,N,,,,,,,"Summit Asset Management, LLC","5100 WHEELIS DRIVE, SUITE 107",,MEMPHIS,TN,38117,13F HOLDINGS REPORT,028-14078,109606.0,801-56221,N,,2023-10-01
0001843510-24-000003,30-JUN-2024,,,,,,,,Quaero Capital S.A.,20 BIS RUE DE LAUSSANE,,GENEVE,V8,1201,13F HOLDINGS REPORT,028-20677,,,N,,2023-10-01
0001513137-24-000004,30-JUN-2024,,,,,,,,INCA Investments LLC,78 SW 7TH STREET,SUITE 800,MIAMI,FL,33130,13F HOLDINGS REPORT,028-14407,,,N,,2023-10-01
